statement,source,link,veracity,tokens
"The Atlanta Braves are ""the oldest continuously operating professional sports franchise in America.""",Atlanta Braves,/web/20180119175320/http://www.politifact.com/georgia/statements/2010/dec/14/atlanta-braves/braves-go-back-back-back/,1,"['The', 'Atlanta', 'Braves', 'are', 'the', 'oldest', 'continuously', 'operating', 'professional', 'sports', 'franchise', 'in', 'America']"
"""A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.""",Debbie Wasserman Schultz,/web/20180119175320/http://www.politifact.com/florida/statements/2010/dec/13/debbie-wasserman-schultz/wasserman-schultz-says-expanding-drilling-would-ha/,1,"['A', '5', 'percent', 'increase', 'in', 'domestic', 'production', 'would', 'increase', 'the', 'world', 'supply', 'by', 'less', 'than', '1', 'percent', 'and', 'do', 'almost', 'nothing', 'to', 'our', 'dependence', 'on', 'foreign', 'oil', 'This', 'would', 'also', 'have', 'virtually', 'no', 'effect', 'on', 'the', 'price', 'of', 'gas', 'at', 'the', 'pump']"
"State employees in Wisconsin earn ""about 8 percent less"" than if they worked in the private sector.",Bryan Kennedy,/web/20180119175320/http://www.politifact.com/wisconsin/statements/2010/dec/12/bryan-kennedy/union-leader-says-wisconsin-state-employees-earn-a/,0,"['State', 'employees', 'in', 'Wisconsin', 'earn', 'about', '8', 'percent', 'less', 'than', 'if', 'they', 'worked', 'in', 'the', 'private', 'sector']"
"""Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS.""",Bernie Sanders,/web/20180119175320/http://www.politifact.com/truth-o-meter/statements/2010/dec/10/bernie-s/bernie-sanders-filibuster-exxon-mobil/,0,"['Last', 'year', 'ExxonMobil', 'made', '19', 'billion', 'in', 'profit', 'Guess', 'what', 'They', 'paid', 'zero', 'in', 'taxes', 'They', 'got', 'a', '156', 'million', 'refund', 'from', 'the', 'IRS']"
"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",Bernie Sanders,/web/20180119175320/http://www.politifact.com/truth-o-meter/statements/2010/dec/10/bernie-s/bernie-sanders-viral-speech-says-top-1-percent-ear/,1,"['In', '2007', 'the', 'top', '1', 'percent', 'of', 'all', 'income', 'earners', 'in', 'the', 'United', 'States', 'made', '23', '5', 'percent', 'of', 'all', 'income', 'which', 'is', 'more', 'than', 'the', 'entire', 'bottom', '50', 'percent']"
"Oregonians have an ""amazing no-cost way to fight abortion"" with free political donations",Oregon Right to Life PAC,/web/20180119175323/http://www.politifact.com/oregon/statements/2010/dec/10/oregon-right-life-pac/oregon-right-life-encourages-oregonians-take-advan/,1,"['Oregonians', 'have', 'an', 'amazing', 'no', 'cost', 'way', 'to', 'fight', 'abortion', 'with', 'free', 'political', 'donations']"
"""I think [a little] less than half of the people in our prisons are in there for less than a year.  ... We have people who are check kiters and don't pay child support and we are locking them up in the state pen.""",John Kasich,/web/20180119175323/http://www.politifact.com/ohio/statements/2010/dec/10/john-kasich/gov-elect-john-kasich-correct-nearly-half-ohios-in/,1,"['I', 'think', 'a', 'little', 'less', 'than', 'half', 'of', 'the', 'people', 'in', 'our', 'prisons', 'are', 'in', 'there', 'for', 'less', 'than', 'a', 'year', 'We', 'have', 'people', 'who', 'are', 'check', 'kiters', 'and', 'don', 't', 'pay', 'child', 'support', 'and', 'we', 'are', 'locking', 'them', 'up', 'in', 'the', 'state', 'pen']"
"Sheldon Whitehouse and 18 other senators ""voted to censor the internet.""",Bloggers,/web/20180119175323/http://www.politifact.com/rhode-island/statements/2010/dec/10/blog-posting/bloggers-say-sen-sheldon-whitehouse-voted-censor-i/,0,"['Sheldon', 'Whitehouse', 'and', '18', 'other', 'senators', 'voted', 'to', 'censor', 'the', 'internet']"
"There are ""10 or 20 deaths a year from foodborne illness"" in the United States.",Tom Coburn,/web/20180119175323/http://www.politifact.com/truth-o-meter/statements/2010/dec/09/tom-coburn/tom-coburn-says-only-10-20-people-die-annually-foo/,0,"['There', 'are', '10', 'or', '20', 'deaths', 'a', 'year', 'from', 'foodborne', 'illness', 'in', 'the', 'United', 'States']"
The national debt grew an estimated $15 billion last weekend.,Mark Warner,/web/20180119175323/http://www.politifact.com/virginia/statements/2010/dec/09/mark-warner/sen-mark-warner-estimates-national-debt-grew-15-bi/,1,"['The', 'national', 'debt', 'grew', 'an', 'estimated', '15', 'billion', 'last', 'weekend']"
"""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",Jim Zehringer,/web/20180119175323/http://www.politifact.com/ohio/statements/2010/dec/09/jim-zehringer/rep-jim-zehringer-point-comment-loss-family-farms-/,1,"['Ohio', 'is', 'losing', 'over', '700', 'family', 'farms', 'a', 'year', 'some', 'of', 'them', 'just', 'to', 'pay', 'the', 'inheritance', 'tax']"
"""150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.""",Alex Sink,/web/20180119175323/http://www.politifact.com/florida/statements/2010/dec/08/alex-sink/alex-sink-says-bp-claims-administrator-slow-respon/,1,"['150', '000', 'oil', 'spill', 'claims', 'have', 'been', 'filed', 'by', 'Floridians', 'but', 'only', '40', 'percent', 'of', 'them', 'have', 'been', 'paid']"
"When President Franklin D. Roosevelt started Social Security, ""it only affected widows and orphans,"" and when Medicare began, ""it was a small program.""",Barack Obama,/web/20180119175323/http://www.politifact.com/truth-o-meter/statements/2010/dec/08/barack-obama/barack-obama-description-how-social-security-medic/,0,"['When', 'President', 'Franklin', 'D', 'Roosevelt', 'started', 'Social', 'Security', 'it', 'only', 'affected', 'widows', 'and', 'orphans', 'and', 'when', 'Medicare', 'began', 'it', 'was', 'a', 'small', 'program']"
Says the military accounts for about 10 percent of Florida's economy.,Rick Scott,/web/20180119175323/http://www.politifact.com/florida/statements/2010/dec/07/rick-scott/rick-scott-says-military-makes-nearly-10-percent-f/,1,"['Says', 'the', 'military', 'accounts', 'for', 'about', '10', 'percent', 'of', 'Florida', 's', 'economy']"
"""In Florida, illegal immigration costs taxpayers nearly $4 billion (a year). This amounts to $700 for every household in Florida.""",Vern Buchanan,/web/20180119175325/http://www.politifact.com/florida/statements/2010/dec/06/vern-buchanan/vern-buchanan-says-illegal-immigration-costs-flori/,0,"['In', 'Florida', 'illegal', 'immigration', 'costs', 'taxpayers', 'nearly', '4', 'billion', 'a', 'year', 'This', 'amounts', 'to', '700', 'for', 'every', 'household', 'in', 'Florida']"
"The DREAM Act the ""would give amnesty to over two million illegal aliens.""",RightMarch.com,/web/20180119175325/http://www.politifact.com/truth-o-meter/statements/2010/dec/06/rightmarchcom/rightmarchcom-claims-dream-act-would-provide-amnes/,0,"['The', 'DREAM', 'Act', 'the', 'would', 'give', 'amnesty', 'to', 'over', 'two', 'million', 'illegal', 'aliens']"
"""We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.""",Dennis Kucinich,/web/20180119175325/http://www.politifact.com/ohio/statements/2010/dec/06/dennis-kucinich/rep-dennis-kucinich-assails-tax-deductions-fast-fo/,0,"['We', 'are', 'giving', 'almost', '2', 'billion', 'of', 'taxpayer', 'money', 'to', 'the', 'junk', 'food', 'and', 'fast', 'food', 'industries', 'every', 'year', 'to', 'make', 'the', 'childhood', 'obesity', 'epidemic', 'worse']"
A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.,NFL Players Association,/web/20180119175325/http://www.politifact.com/georgia/statements/2010/dec/06/nfl-players-association/nfl-players-claim-gets-sacked-experts/,0,"['A', 'National', 'Football', 'League', 'lockout', 'would', 'cost', 'Atlanta', '160', 'million', 'in', 'lost', 'jobs', 'and', 'revenue']"
"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",Beaverton,/web/20180119175325/http://www.politifact.com/oregon/statements/2010/dec/04/city-beaverton/beaverton-school-district-claims-record-number-hom/,0,"['Last', 'year', 'Beaverton', 'School', 'District', 'had', 'the', 'highest', 'number', 'of', 'homeless', 'students', 'ever', 'recorded', 'in', 'Oregon']"
Said Republicans made historic gains in state legislatures during last month’s election,National Review,/web/20180119175328/http://www.politifact.com/georgia/statements/2010/dec/03/national-review/gop-made-historic-gains-state-level-year/,1,"['Said', 'Republicans', 'made', 'historic', 'gains', 'in', 'state', 'legislatures', 'during', 'last', 'month', 's', 'election']"
"""The American people spoke pretty loudly. They said stop all the looming tax hikes....""",John Boehner,/web/20180119175328/http://www.politifact.com/truth-o-meter/statements/2010/dec/02/john-boehner/john-boehner-says-american-people-spoke-pretty-lou/,0,"['The', 'American', 'people', 'spoke', 'pretty', 'loudly', 'They', 'said', 'stop', 'all', 'the', 'looming', 'tax', 'hikes']"
"Hillsborough's Public Transportation Commission has ""a rule that says cabbies have to wear socks. I mean, please. Come on.""",Ronda Storms,/web/20180119175328/http://www.politifact.com/florida/statements/2010/dec/02/ronda-storms/ronda-storms-says-local-transit-agency-forces-cab-/,1,"['Hillsborough', 's', 'Public', 'Transportation', 'Commission', 'has', 'a', 'rule', 'that', 'says', 'cabbies', 'have', 'to', 'wear', 'socks', 'I', 'mean', 'please', 'Come', 'on']"
"""Pls refer to Jan.1 tax changes appropriately: they're OBAMA TAX HIKES & they'll slam every American's savings, investments & job opportunity""",Sarah Palin,/web/20180119175328/http://www.politifact.com/truth-o-meter/statements/2010/dec/02/sarah-palin/obama-tax-hikes-just-easily-call-them-bush-tax-hik/,0,"['Pls', 'refer', 'to', 'Jan', '1', 'tax', 'changes', 'appropriately', 'they', 're', 'OBAMA', 'TAX', 'HIKES', 'they', 'll', 'slam', 'every', 'American', 's', 'savings', 'investments', 'job', 'opportunity']"
"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",Bob McDonnell,/web/20180119175328/http://www.politifact.com/virginia/statements/2010/dec/02/bob-mcdonnell/bob-mcdonnell-says-virginia-college-tuitions-have-/,1,"['The', 'tuitions', 'in', 'Virginia', 'colleges', 'have', 'doubled', '100', 'percent', 'in', 'the', 'last', '10', 'years']"
"In Wisconsin, ""deaths from domestic violence are at the highest in 10 years.""",Gwen Moore,/web/20180119175328/http://www.politifact.com/wisconsin/statements/2010/dec/02/gwen-moore/us-rep-gwen-moore-says-domestic-violence-deaths-wi/,1,"['In', 'Wisconsin', 'deaths', 'from', 'domestic', 'violence', 'are', 'at', 'the', 'highest', 'in', '10', 'years']"
"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan.""",Mike Mullen,/web/20180119175328/http://www.politifact.com/truth-o-meter/statements/2010/nov/30/michael-mullen/adm-mike-mullen-says-past-arms-treaty-ratification/,1,"['Historically', 'Senate', 'ratification', 'of', 'arms', 'control', 'treaties', 'has', 'been', 'bipartisan']"
"""The Madison-Milwaukee (high-speed) train line is dead.""",Scott Walker,/web/20180119175328/http://www.politifact.com/wisconsin/statements/2010/nov/30/scott-walker/governor-elect-scott-walker-says-milwaukee-madison/,0,"['The', 'Madison', 'Milwaukee', 'high', 'speed', 'train', 'line', 'is', 'dead']"
"""[Georgia] Republicans have mismanaged unemployment benefits.""",Democratic Party  of Georgia,/web/20180119175330/http://www.politifact.com/georgia/statements/2010/nov/30/democratic-party-georgia-georgia/state-republicans-blame-unemployment-benefit-gap/,0,"['Georgia', 'Republicans', 'have', 'mismanaged', 'unemployment', 'benefits']"
Wisconsin’s projected state budget shortfall is now as low as $1.5 billion,Jim Doyle,/web/20180119175330/http://www.politifact.com/wisconsin/statements/2010/nov/29/jim-doyle/gov-jim-doyle-says-wisconsins-projected-budget-sho/,0,"['Wisconsin', 's', 'projected', 'state', 'budget', 'shortfall', 'is', 'now', 'as', 'low', 'as', '1', '5', 'billion']"
"The payday loan industry ""does not exist in a state like Minnesota.""",Glenn Grothman,/web/20180119175330/http://www.politifact.com/wisconsin/statements/2010/nov/28/glenn-grothman/wisconsin-state-sen-glenn-grothman-says-payday-loa/,0,"['The', 'payday', 'loan', 'industry', 'does', 'not', 'exist', 'in', 'a', 'state', 'like', 'Minnesota']"
"""We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.""",Jamie Samons,/web/20180119175330/http://www.politifact.com/rhode-island/statements/2010/nov/28/jamie-samons/rhode-island-was-one-first-states-build-sewers-and/,1,"['We', 'were', 'one', 'of', 'the', 'first', 'states', 'in', 'the', 'U', 'S', 'to', 'build', 'sewers', 'to', 'bring', 'the', 'treatment', 'plant', 'on', 'line']"
"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",John Boehner,/web/20180119175330/http://www.politifact.com/ohio/statements/2010/nov/25/john-boehner/transparency-pledge-sparks-call-cameras-house-rule/,1,"['Says', 'the', 'House', 'Rules', 'Committee', 'is', 'the', 'only', 'panel', 'other', 'than', 'the', 'Intelligence', 'and', 'Ethics', 'committees', 'not', 'able', 'to', 'telecast', 'proceedings', 'in', 'its', 'main', 'hearing', 'room']"
"""More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.""",Todd Staples,/web/20180119175330/http://www.politifact.com/texas/statements/2010/nov/25/todd-staples/todd-staples-says-any-year-more-texans-hunt-or-fis/,1,"['More', 'people', 'hunt', 'and', 'fish', 'in', 'Texas', 'in', 'a', 'given', 'year', 'than', 'attend', 'the', 'games', 'of', 'the', 'Dallas', 'Cowboys', 'the', 'Dallas', 'Mavericks', 'the', 'Houston', 'Texans', 'and', 'the', 'Houston', 'Rockets', 'combined']"
"""Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.""",Ohio Department of Transportation,/web/20180119175330/http://www.politifact.com/ohio/statements/2010/nov/24/ohio-department-transportation/odot-cites-heightened-amtrak-ridership-light-poten/,1,"['Demand', 'for', 'transportation', 'choice', 'is', 'on', 'the', 'rise', 'with', '14', 'percent', 'more', 'Ohioans', 'riding', 'passenger', 'trains', 'over', 'the', 'past', 'year']"
"""Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate"" the governor’s mansion.",Bob Wirch,/web/20180119175332/http://www.politifact.com/wisconsin/statements/2010/nov/21/bob-wirch/state-sen-bob-wirch-says-it-costs-wisconsin-taxpay/,1,"['Over', 'the', 'course', 'of', 'one', 'four', 'year', 'term', 'it', 'costs', 'taxpayers', 'more', 'than', '1', 'million', 'simply', 'to', 'operate', 'the', 'governor', 's', 'mansion']"
"""The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.""",Sheldon Whitehouse,/web/20180119175332/http://www.politifact.com/rhode-island/statements/2010/nov/21/sheldon-whitehouse/whitehouse-says-companies-get-tax-break-moving-job/,1,"['The', 'law', 'right', 'now', 'permits', 'companies', 'that', 'close', 'down', 'American', 'factories', 'and', 'offices', 'and', 'move', 'those', 'jobs', 'overseas', 'to', 'take', 'a', 'tax', 'deduction', 'for', 'the', 'costs', 'associated', 'with', 'moving', 'the', 'jobs', 'to', 'China', 'or', 'India', 'or', 'wherever']"
The economic impact of Atlanta's 2000 Super Bowl was $292 million.,Atlanta Sports Council,/web/20180119175332/http://www.politifact.com/georgia/statements/2010/nov/19/atlanta-sports-council/2000-super-bowls-economic-impact-tallied-292-milli/,0,"['The', 'economic', 'impact', 'of', 'Atlanta', 's', '2000', 'Super', 'Bowl', 'was', '292', 'million']"
Says Oregon ranks 30th in the nation with regard to its incarceration rate.,Crime Victims United of Oregon,/web/20180119175332/http://www.politifact.com/oregon/statements/2010/nov/19/crime-victims-united-oregon/anti-crime-organization-says-oregon-ranks-30th-inc/,1,"['Says', 'Oregon', 'ranks', '30th', 'in', 'the', 'nation', 'with', 'regard', 'to', 'its', 'incarceration', 'rate']"
"""Rhode Island is one of only six states"" to use E-Verify.",Lincoln Chafee,/web/20180119175332/http://www.politifact.com/rhode-island/statements/2010/nov/19/lincoln-chafee/chafee-says-only-six-states-use-e-verify/,0,"['Rhode', 'Island', 'is', 'one', 'of', 'only', 'six', 'states', 'to', 'use', 'E', 'Verify']"
"The radiation coming from the new TSA body scanners is ""equivalent to about three minutes' worth of air travel by anybody, say, at 30,000 feet.""",John Pistole,/web/20180119175332/http://www.politifact.com/truth-o-meter/statements/2010/nov/18/john-pistole/tsa-administrator-claims-new-body-scanners-emit-mu/,1,"['The', 'radiation', 'coming', 'from', 'the', 'new', 'TSA', 'body', 'scanners', 'is', 'equivalent', 'to', 'about', 'three', 'minutes', 'worth', 'of', 'air', 'travel', 'by', 'anybody', 'say', 'at', '30', '000', 'feet']"
"""It’s gotten to a point where the average federal worker makes twice as much as the average private sector worker.""",John Boehner,/web/20180119175332/http://www.politifact.com/ohio/statements/2010/nov/18/john-boehner/john-boehner-says-federal-workers-make-twice-much-/,0,"['It', 's', 'gotten', 'to', 'a', 'point', 'where', 'the', 'average', 'federal', 'worker', 'makes', 'twice', 'as', 'much', 'as', 'the', 'average', 'private', 'sector', 'worker']"
"In his first meeting with University of Wisconsin System officials, Republican Governor elect Scott Walker told them to prepare for cuts.",One Wisconsin Now,/web/20180119175335/http://www.politifact.com/wisconsin/statements/2010/nov/18/one-wisconsin-now/one-wisconsin-now-says-scott-walker-told-uw-regent/,0,"['In', 'his', 'first', 'meeting', 'with', 'University', 'of', 'Wisconsin', 'System', 'officials', 'Republican', 'Governor', 'elect', 'Scott', 'Walker', 'told', 'them', 'to', 'prepare', 'for', 'cuts']"
"""Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.""",Tim Ryan,/web/20180119175335/http://www.politifact.com/ohio/statements/2010/nov/17/tim-ryan/rep-tim-ryan-not-shy-about-bringing-home-bacon/,1,"['Congressman', 'Ryan', 'has', 'secured', 'a', 'grand', 'total', 'of', '116', '838', '763', 'to', 'date', 'for', 'the', 'Mahoning', 'Valley', 'and', 'has', 'an', 'additional', '27', '095', '000', 'pending', 'in', 'FY2010', 'spending', 'bills']"
"""Nobody has played clips over and over ... of President Obama (saying), 'If they bring a knife to the fight, we'll bring a gun.' """,Joyce Kaufman,/web/20180119175335/http://www.politifact.com/florida/statements/2010/nov/17/joyce-kaufman/radio-host-joyce-kaufman-said-obama-tote-gun/,1,"['Nobody', 'has', 'played', 'clips', 'over', 'and', 'over', 'of', 'President', 'Obama', 'saying', 'If', 'they', 'bring', 'a', 'knife', 'to', 'the', 'fight', 'we', 'll', 'bring', 'a', 'gun']"
"""The (federal) debt is growing by more than $4 billion a day.""",Rick Perry,/web/20180119175335/http://www.politifact.com/texas/statements/2010/nov/17/rick-perry/gov-rick-perry-says-national-debt-increasing-more-/,1,"['The', 'federal', 'debt', 'is', 'growing', 'by', 'more', 'than', '4', 'billion', 'a', 'day']"
"Milwaukee’s problems include ""52 percent black male unemployment.""",Marvin Pratt,/web/20180119175335/http://www.politifact.com/wisconsin/statements/2010/nov/17/marvin-pratt/marvin-pratt-former-acting-mayor-milwaukee-says-bl/,0,"['Milwaukee', 's', 'problems', 'include', '52', 'percent', 'black', 'male', 'unemployment']"
"A recent report from the president's deficit commission was ""completely empty"" on controlling health care costs.",Paul Krugman,/web/20180119175335/http://www.politifact.com/truth-o-meter/statements/2010/nov/16/paul-krugman/paul-krugman-said-obamas-deficit-co-chairs-had-no-/,0,"['A', 'recent', 'report', 'from', 'the', 'president', 's', 'deficit', 'commission', 'was', 'completely', 'empty', 'on', 'controlling', 'health', 'care', 'costs']"
"""Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.""",Steven Schale,/web/20180119175335/http://www.politifact.com/florida/statements/2010/nov/16/steven-schale/marco-rubio-wasnt-always-against-earmarks-florida/,1,"['Re', 'Marco', 'Rubio', 's', 'support', 'of', 'earmark', 'ban', 'In', '2002', 'alone', 'he', 'requested', '37', 'earmarks', 'worth', '43', 'million']"
"""We haven’t had control of the House for the last two years and it’s been malfunctioning. We had 109 sessions scheduled and held 49.""",William G. Batchelder,/web/20180119175335/http://www.politifact.com/ohio/statements/2010/nov/16/bill-batchelder/republican-state-rep-william-batchelder-knocks-dem/,1,"['We', 'haven', 't', 'had', 'control', 'of', 'the', 'House', 'for', 'the', 'last', 'two', 'years', 'and', 'it', 's', 'been', 'malfunctioning', 'We', 'had', '109', 'sessions', 'scheduled', 'and', 'held', '49']"
"Federal spending is ""the highest it's been as a share of our economy in 60 years (and) revenue is the lowest it's been as a share of our economy in 60 years.""",Kent Conrad,/web/20180119175335/http://www.politifact.com/truth-o-meter/statements/2010/nov/15/kent-conrad/kent-conrad-says-federal-spendings-share-gdp-60-ye/,1,"['Federal', 'spending', 'is', 'the', 'highest', 'it', 's', 'been', 'as', 'a', 'share', 'of', 'our', 'economy', 'in', '60', 'years', 'and', 'revenue', 'is', 'the', 'lowest', 'it', 's', 'been', 'as', 'a', 'share', 'of', 'our', 'economy', 'in', '60', 'years']"
"""We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So we've taken 5 percent away from the private sector.""",Rand Paul,/web/20180119175339/http://www.politifact.com/truth-o-meter/statements/2010/nov/15/rand-paul/rand-paul-says-federal-spending-has-risen-25-perce/,1,"['We', 'now', 'consume', 'at', 'the', 'federal', 'level', '25', 'percent', 'of', 'the', 'gross', 'domestic', 'product', 'Historically', 'we', 'were', 'at', '20', 'percent', 'So', 'we', 've', 'taken', '5', 'percent', 'away', 'from', 'the', 'private', 'sector']"
"""Social Security is indeed a Ponzi scheme.""",Rick Perry,/web/20180119175339/http://www.politifact.com/texas/statements/2010/nov/14/rick-perry/rick-perry-says-social-security-ponzi-scheme/,0,"['Social', 'Security', 'is', 'indeed', 'a', 'Ponzi', 'scheme']"
Portland Community College serves more students than all of the state’s universities combined.,Portland Community College,/web/20180119175339/http://www.politifact.com/oregon/statements/2010/nov/13/portland-community-college/portland-community-college-tries-put-enrollment-nu/,0,"['Portland', 'Community', 'College', 'serves', 'more', 'students', 'than', 'all', 'of', 'the', 'state', 's', 'universities', 'combined']"
"""Mequon and Milwaukee have the highest disparity of income in the country.""",Michael Murphy,/web/20180119175339/http://www.politifact.com/wisconsin/statements/2010/nov/12/michael-murphy/milwaukee-alderman-michael-murphy-says-mequon-and-/,0,"['Mequon', 'and', 'Milwaukee', 'have', 'the', 'highest', 'disparity', 'of', 'income', 'in', 'the', 'country']"
"""The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year.""",Rand Paul,/web/20180119175339/http://www.politifact.com/truth-o-meter/statements/2010/nov/11/rand-paul/rand-paul-says-federal-workers-paid-120000-private/,0,"['The', 'average', 'federal', 'employee', 'makes', '120', '000', 'a', 'year', 'The', 'average', 'private', 'employee', 'makes', '60', '000', 'a', 'year']"
Says that the federal gas tax has not been raised since 1993.,George Voinovich,/web/20180119175342/http://www.politifact.com/ohio/statements/2010/nov/11/george-voinovich/sen-george-voinovich-suggests-25-cent-increase-rev/,1,"['Says', 'that', 'the', 'federal', 'gas', 'tax', 'has', 'not', 'been', 'raised', 'since', '1993']"
"As mayor, Barrett led efforts to redevelop the Menomonee Valley, ""which now supports nearly 4,000 jobs in Wisconsin.""",Tom Barrett,/web/20180119175342/http://www.politifact.com/wisconsin/statements/2010/nov/11/tom-barrett/tom-barrett-says-he-helped-create-4000-jobs-menomo/,1,"['As', 'mayor', 'Barrett', 'led', 'efforts', 'to', 'redevelop', 'the', 'Menomonee', 'Valley', 'which', 'now', 'supports', 'nearly', '4', '000', 'jobs', 'in', 'Wisconsin']"
Half of children struck by cars near schools are hit by parents driving children to school.,Safe Routes to Schools,/web/20180119175342/http://www.politifact.com/oregon/statements/2010/nov/11/safe-routes-schools/safety-group-says-50-percent-children-hit-vehicles/,0,"['Half', 'of', 'children', 'struck', 'by', 'cars', 'near', 'schools', 'are', 'hit', 'by', 'parents', 'driving', 'children', 'to', 'school']"
"""We're the only system of federalism in the world.""",Pam Bondi,/web/20180119175342/http://www.politifact.com/florida/statements/2010/nov/10/pam-bondi/defending-health-care-suit-new-florida-ag-says-uni/,0,"['We', 're', 'the', 'only', 'system', 'of', 'federalism', 'in', 'the', 'world']"
"Electric utility FirstEnergy's annual revenues are greater ""than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.""",Marcy Kaptur,/web/20180119175342/http://www.politifact.com/ohio/statements/2010/nov/10/marcy-kaptur/rep-marcy-kaptur-chides-firstenergy-rate-plan-noti/,1,"['Electric', 'utility', 'FirstEnergy', 's', 'annual', 'revenues', 'are', 'greater', 'than', 'the', 'GDP', 'of', 'Haiti', 'Kyrgyzstan', 'Iceland', 'or', '15', 'African', 'nations']"
"""Animal abuse is often an indicative trait of future acts of violence against humans.""",Robert Brown,/web/20180119175342/http://www.politifact.com/georgia/statements/2010/nov/10/robert-brown/state-senator-says-animal-cruelty-lead-violent-adu/,1,"['Animal', 'abuse', 'is', 'often', 'an', 'indicative', 'trait', 'of', 'future', 'acts', 'of', 'violence', 'against', 'humans']"
"""Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.""",Mike Pence,/web/20180119175342/http://www.politifact.com/truth-o-meter/statements/2010/nov/09/mike-pence/mike-pence-says-raising-taxes-lowers-tax-revenues/,0,"['Anybody', 'who', 'is', 'familiar', 'with', 'the', 'historical', 'data', 'from', 'the', 'IRS', 'knows', 'that', 'raising', 'income', 'tax', 'rates', 'will', 'likely', 'actually', 'reduce', 'federal', 'revenues']"
Says that the new financial services law requires 358 regulatory filings.,John Boehner,/web/20180119175342/http://www.politifact.com/ohio/statements/2010/nov/09/john-boehner/john-boehner-point-describing-new-regulations-cons/,1,"['Says', 'that', 'the', 'new', 'financial', 'services', 'law', 'requires', '358', 'regulatory', 'filings']"
"The debt is ""nearly $6 trillion more than when President Obama was sworn into office.""",George Allen,/web/20180119175342/http://www.politifact.com/virginia/statements/2010/nov/09/george-allen/george-allen-says-national-debt-increased-6-trilli/,0,"['The', 'debt', 'is', 'nearly', '6', 'trillion', 'more', 'than', 'when', 'President', 'Obama', 'was', 'sworn', 'into', 'office']"
"""Georgia has the second-highest rate of childhood obesity in the United States.""",Children's Healthcare of Atlanta,/web/20180119175346/http://www.politifact.com/georgia/statements/2010/nov/08/childrens-healthcare-atlanta/hospital-says-georgias-kids-second-fattest-nation/,1,"['Georgia', 'has', 'the', 'second', 'highest', 'rate', 'of', 'childhood', 'obesity', 'in', 'the', 'United', 'States']"
"""The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.""",Eric Cantor,/web/20180119175346/http://www.politifact.com/virginia/statements/2010/nov/07/eric-cantor/cantor-says-obama-budget-adds-more-debt-totaled-43/,1,"['The', 'budget', 'submitted', 'by', 'Obama', 'will', 'add', 'more', 'to', 'the', 'debt', 'than', 'the', 'outstanding', 'debt', 'of', 'the', 'previous', '43', 'presidents', 'combined']"
"Says the federal government restricts ""how much salt we can put on our food.""",Rick Perry,/web/20180119175346/http://www.politifact.com/texas/statements/2010/nov/06/rick-perry/gov-rick-perry-says-federal-government-regulates-h/,0,"['Says', 'the', 'federal', 'government', 'restricts', 'how', 'much', 'salt', 'we', 'can', 'put', 'on', 'our', 'food']"
"""If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.""",Bobby  Scott,/web/20180119175346/http://www.politifact.com/virginia/statements/2010/nov/05/bobby-scott/bobby-scott-said-budget-will-be-close-balanced-fou/,0,"['If', 'all', 'of', 'the', 'Bush', 'era', 'tax', 'cuts', 'expire', 'on', 'schedule', 'the', 'budget', 'will', 'be', 'close', 'to', 'being', 'balanced', 'in', 'four', 'years']"
